MODELO,MARCA,TIPOCOMPRA,ANIOS,KILOMETRAJE,CIUDAD,TIPOPRECIO,PRECIO
Hyundai,Tucson IX,GOLD,2011,150000,Guayaquil,Negociable,15800
Hyundai,Tucson IX,GOLD,2011,150000,Guayaquil,Negociable,15800
Hyundai,Tucson IX,GOLD,2017,45000,Guayaquil,Negociable,31800
Chevrolet,Corsa Pick Up,GOLD,1999,295000,Otavalo,Negociable,6800
Chevrolet,Corsa Pick Up,GOLD,1997,10,Otavalo,Negociable,7300
Volvo,S60 T5,STANDAR,2003,56000,Guayaquil,Negociable,25500
Toyota,Fortuner 2.7,STANDAR,2012,62000,Guayaquil,Negociable,41780
Mercedes Benz,S500,STANDAR,2002,120000,Guayaquil,Negociable,38890
Suzuki,Forsa 1,GOLD,1993,58000,Ambato,Negociable,6200
Toyota,Prado 3P,GOLD,2007,170000,Quito,Negociable,23990
Chevrolet,Trailblazer,GOLD,2007,170000,Ambato,Fijo,11700
Renault,Logan,GOLD,2012,149000,Ambato,Fijo,8000
Nissan,Tiida,GOLD,2015,95360,Salcedo,Negociable,12200
Mazda,BT-50 CD 4x4,GOLD,2009,220000,Ambato,Fijo,15500
Mazda,CX-3,GOLD,2018,42000,Ambato,Negociable,25500
Chevrolet,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,GOLD,2016,82000,Cuenca,Negociable,27890
Toyota,Hilux CD 4x2 Diesel,GOLD,2008,336000,Ambato,Negociable,18800
Mitsubishi,Montero 3P,GOLD,2002,220000,Loja,Negociable,19000
Hyundai,Tucson IX,GOLD,2015,53000,Loja,Negociable,21500
Hyundai,i10,GOLD,2014,102000,Loja,Negociable,8800
Mercedes Benz,C180 K,GOLD,2005,16500,Quito,Fijo,15900
Chevrolet,Optra Advance,GOLD,2013,110000,Cuenca,Negociable,12200
Volkswagen,Jetta 1.8T,GOLD,2007,179000,Ambato,Negociable,13700
Ford,Edge,STANDAR,2013,123000,Guayaquil,Negociable,21500
Toyota,Hilux CD 4x4 Diesel,GOLD,2018,39000,Ambato,Negociable,45800
Chevrolet,Grand Vitara 3P Sport,GOLD,2006,250000,Quito,Negociable,9500
Suzuki,Grand Vitara SZ,STANDAR,2011,158000,Quito,Negociable,12500
Chevrolet,Forsa 2,GOLD,2003,130000,Ambato,Negociable,10700
Toyota,Hilux CS 4x4,GOLD,2014,138000,Ambato,Negociable,30800
Chevrolet,Aveo Family,STANDAR,2015,58000,Quito,Negociable,10500
Hyundai,Sonata Hybrid,GOLD,2019,10000,Ambato,Negociable,27800
Toyota,Hilux CD 4x4 Diesel,GOLD,2015,142000,Ambato,Negociable,35700
BMW,328xi,GOLD,2007,137300,Cuenca,Negociable,30000
Hyundai,Tucson IX,GOLD,2015,79900,Cuenca,Negociable,22500
Chevrolet,Sail,GOLD,2016,69000,Quito,Financiado,12300
Chevrolet,Grand Vitara 5P,GOLD,2006,268000,Cuenca,Negociable,12000
Toyota,Fortuner 2.7,GOLD,2011,153561,Cuenca,Negociable,26000
Hyundai,H1,GOLD,2014,103000,Guayaquil,Negociable,33000
Volkswagen,JETTA EUROPA 2.0,GOLD,2009,197000,Manta,Negociable,9500
Fiat,Fiorino,STANDAR,2012,165000,Quito,Negociable,9400
Chevrolet,LUV D-MAX CD OPTIMA,GOLD,2013,108000,Ambato,Negociable,17800
Mazda,B2200 CS,GOLD,1994,239000,Ambato,Negociable,10000
Toyota,Hilux CD 4x4 Diesel,GOLD,2017,72000,Ambato,Negociable,45900
Volkswagen,Tiguan,GOLD,2017,25000,Quito,Negociable,31600
Chevrolet,Sail,GOLD,2019,44800,Quito,Negociable,14800
Mazda,CX7,GOLD,2010,150000,Cuenca,Negociable,17190
Chevrolet,D-MAX CRDI  3.0 CD 4X2  DIESEL,GOLD,2018,58000,Cuenca,Negociable,25800
Renault,Duster 2.0,GOLD,2014,112000,Cumbayá,Negociable,15700
Chevrolet,Corsa,GOLD,2006,237000,Ambato,Negociable,8900
Chevrolet,Sail,GOLD,2016,47000,Cuenca,Negociable,12200
Mercedes Benz,300E,GOLD,1987,216000,Ambato,Negociable,11000
Chevrolet,Spark Life,GOLD,2017,70000,Quito,Negociable,8800
Mazda,BT-50 CD ACTION 2.6,GOLD,2017,65000,Ambato,Negociable,20800
Hyundai,i10,STANDAR,2014,99000,Quito,Negociable,8900
Great Wall,Wingle 4X2 Gas CS Pick Up,STANDAR,2016,74000,Quito,Negociable,13900
Hyundai,Tucson,GOLD,2008,239000,Ambato,Negociable,10900
Toyota,Hilux SR AC CD,GOLD,2018,53700,Ambato,Negociable,39500
Chevrolet,D-MAX CRDI 3.0 CD 4X4,STANDAR,2015,95390,Cuenca,Negociable,28000
Great Wall,H6,GOLD,2018,33000,Cuenca,Negociable,19000
Toyota,Hilux CD 4x2,STANDAR,2020,4000,Cuenca,Negociable,33500
Mazda,BT-50 CS 2.2,GOLD,2014,128000,Quito,Negociable,14200
Kia,Sportage Active,GOLD,2013,91000,Quito,Fijo,15990
Ford,F150 XLT CD,GOLD,2017,32000,Ambato,Negociable,43990
Renault,Duster 2.0,GOLD,2013,107500,Quito,Negociable,15300
Chevrolet,Corsa Wind,GOLD,1999,265000,Ambato,Negociable,7900
Mazda,3,GOLD,2017,45000,Cuenca,Negociable,22000
Chevrolet,Sail,STANDAR,2018,34000,Quito,Negociable,13200
Hyundai,i10,GOLD,2013,135000,Quito,Negociable,8200
Toyota,RAV4 3p,GOLD,1998,153000,Ambato,Negociable,15800
Chevrolet,Spark,GOLD,2011,216000,Quito,Financiado,7500
Changan,CS 55,GOLD,2019,11300,Cuenca,Negociable,26200
Volkswagen,Gol,STANDAR,2011,120000,Quito,Negociable,9700
Kia,Optima,GOLD,2017,74000,Guayaquil,Negociable,22000
Mercedes Benz,GLC 250,GOLD,2019,10300,Quito,Negociable,79000
Chevrolet,Vitara 5P,GOLD,1998,168000,Cuenca,Negociable,9990
Toyota,Hilux SR5,GOLD,2015,95000,Cuenca,Negociable,31490
Suzuki,Grand Vitara SZ,GOLD,2010,92000,Quito,Fijo,13500
Mazda,BT-50,STANDAR,2012,256000,Quito,Negociable,11900
Faw,R7,STANDAR,2019,17000,Quito,Negociable,15500
Chevrolet,D-MAX CRDI FULL AC 3.0 CD 4X4 TM DIESEL,GOLD,2015,123199,Cuenca,Negociable,28490
Hyundai,Elantra,STANDAR,1996,200000,Quito,Negociable,5500
Ford,F150,STANDAR,2012,162161,Guayaquil,Negociable,32000
Mitsubishi,Montero 3P,GOLD,1998,200678,Quito,Negociable,13500
Chevrolet,Captiva Sport,STANDAR,2010,160000,Quito,Negociable,11900
Chevrolet,Esteem,STANDAR,2002,280000,Quito,Negociable,6700
Chevrolet,Grand Vitara 5P,STANDAR,2011,190000,Guayaquil,Negociable,11800
Kia,Soul,GOLD,2017,60000,Quito,Negociable,17600
Kia,Rio R,STANDAR,2014,120000,Quito,Negociable,12300
Ford,Mustang,GOLD,1968,89000,Quito,Negociable,35000
Ford,Explorer XLT,GOLD,2017,45000,Quito,Negociable,47500
Kia,Sportage R,GOLD,2018,40000,Ambato,Negociable,22000
Ford,F150 XLT CD,GOLD,2015,57045,Quito,Negociable,42000
Mazda,CX-5 Full,GOLD,2013,123000,Quito,Negociable,18700
Audi,A4,GOLD,2007,149000,Cuenca,Negociable,17500
Ford,F-150 FX4,GOLD,2014,127707,Cuenca,Negociable,32200
Chevrolet,Sail,GOLD,2018,60000,Cuenca,Negociable,15500
Nissan,Sentra,GOLD,2013,115000,Cuenca,Negociable,11500
Hyundai,H1,GOLD,2011,219639,Machala,Negociable,18500
Chevrolet,Sail,GOLD,2014,82000,Quito,Negociable,11500
Chevrolet,D-MAX,STANDAR,2017,59827,Cuenca,Negociable,25000
Toyota,Fortuner 2.7,GOLD,2013,101000,Cuenca,Negociable,27500
Chevrolet,Aveo Emotion GLS,GOLD,2017,37000,Cuenca,Fijo,14000
Peugeot,207 Compact,GOLD,2010,125000,Quito,Financiado,10000
Ford,F150 4X4,GOLD,2013,112000,Riobamba,Negociable,24999
Mercedes Benz,C240,GOLD,2001,125000,Quito,Negociable,17500
Ford,F150 XLT 4X4 CREW CAB,GOLD,2007,160000,Loja,Fijo,21000
Volkswagen,Gol,GOLD,2011,165000,Riobamba,Negociable,11500
Hyundai,Santa Fe 4x2,GOLD,2014,55000,Riobamba,Negociable,29990
Kia,Rio Stylus,GOLD,2013,120000,Riobamba,Negociable,10900
Mazda,3,GOLD,2014,83000,Riobamba,Negociable,18990
Hyundai,Santa Fe 4x2,GOLD,2018,8300,Cuenca,Fijo,28500
Ford,Explorer Sport 4X4,GOLD,2004,170000,Loja,Negociable,13000
Fiat,500 Abarth,GOLD,2018,4300,Cuenca,Fijo,24500
Chevrolet,Sail,GOLD,2018,31250,Quito,Negociable,15900
Fiat,500X Trekking Plus,GOLD,2018,11,Cuenca,Fijo,24200
Fiat,500X Pop,GOLD,2018,100,Cuenca,Fijo,21100
Ford,Mustang,GOLD,2018,6500,Cuenca,Fijo,28400
Ford,Mustang,GOLD,2017,27900,Cuenca,Fijo,26000
Mitsubishi,Montero IO,GOLD,2003,160000,Loja,Negociable,14000
Mitsubishi,Outlander,GOLD,2018,17700,Cuenca,Fijo,29000
Mazda,6 GT,GOLD,2012,110000,Cuenca,Negociable,16900
Chevrolet,Cavalier,GOLD,2018,36000,Quito,Negociable,18600
Nissan,Murano,GOLD,2018,29500,Cuenca,Fijo,26500
Mazda,CX-9,GOLD,2018,37900,Cuenca,Fijo,29500
Mazda,CX-3 Grand Touring,GOLD,2018,13166,Cuenca,Fijo,27500
Dodge,RAM 1500,GOLD,2018,29300,Cuenca,Fijo,27500
Nissan,370 Z,GOLD,2017,24000,Cuenca,Fijo,28500
BMW,Active Hybrid 7,GOLD,2012,77000,Quito,Negociable,49990
Nissan,Juke,GOLD,2017,18000,Cuenca,Fijo,25000
Toyota,Camry,GOLD,2018,11200,Cuenca,Fijo,24500
Toyota,Corolla 1.8,GOLD,2019,5100,Cuenca,Fijo,25500
Chevrolet,Colorado,GOLD,2019,10800,Cuenca,Fijo,29500
Ford,F-150 FX4,GOLD,2007,145000,Loja,Negociable,20000
Mazda,929,GOLD,1975,180000,Loja,Negociable,10000
Mazda,BT-50 CD 4x4,GOLD,2015,111000,Ambato,Negociable,18500
Mitsubishi,Sportero L200 Triton,GOLD,2007,200000,Ambato,Negociable,20900
Mitsubishi,Sportero L200,GOLD,2007,200000,Ambato,Negociable,20900
Ford,Explorer Sport 4X4,GOLD,2010,180000,Ambato,Negociable,20900
Toyota,Hilux CD 4x4 Diesel,GOLD,2010,180000,Ambato,Negociable,26900
Toyota,Hilux CD 4x4,GOLD,2010,18000,Ambato,Negociable,26900
Chevrolet,LUV Dmax CD,GOLD,2011,170000,Ambato,Negociable,18900
Chevrolet,LUV D-MAX,GOLD,2011,170000,Ambato,Negociable,18900
Chevrolet,LUV CD Diesel,GOLD,2011,170000,Ambato,Negociable,18900
Mazda,B2200 CD,GOLD,2005,80000,Ambato,Negociable,14900
Mazda,B2200 CS,GOLD,1998,40000,Ambato,Negociable,12900
Chevrolet,Grand Vitara 5P,GOLD,2012,100000,Ambato,Negociable,15500
Chevrolet,N300,GOLD,2015,100000,Ambato,Negociable,12800
Chevrolet,N300 MAX CARGO 1.2L TM AC,GOLD,2015,100000,Ambato,Negociable,12800
Chevrolet,Vitara 3P,GOLD,2009,120000,Ambato,Negociable,13900
Kia,Rio Stylus,GOLD,2012,100000,Ambato,Negociable,12900
Mazda,323,GOLD,1997,80000,Ambato,Negociable,7900
Chevrolet,Swift,GOLD,1994,80000,Ambato,Negociable,9000
Volkswagen,Golf GTI,GOLD,2008,170000,Ambato,Negociable,32900
Volkswagen,Golf,GOLD,2001,200000,Ambato,Negociable,15900
Volkswagen,Golf GTI,GOLD,2001,200000,Ambato,Negociable,15900
Suzuki,Forsa 2,GOLD,2001,18000,Ambato,Negociable,9800
Kia,Picanto,GOLD,2009,170000,Ambato,Negociable,8900
Mitsubishi,Montero Blister,GOLD,2004,180000,Quito,Fijo,17999
Chevrolet,D-MAX CRDI  3.0 CD 4X2  DIESEL,GOLD,2011,140000,Ambato,Negociable,18900
Mazda,B2200 CS,GOLD,1998,80000,Ambato,Negociable,12900
Mazda,3,GOLD,2013,97000,Guayaquil,Negociable,16500
Chevrolet,Aveo Emotion GLS,GOLD,2016,101013,Quito,Negociable,13700
Honda,CR-V,GOLD,2001,58000,Cuenca,Negociable,15800
Renault,Logan Familier,GOLD,2012,91,Quito,Fijo,8999
Kia,Rio Stylus,GOLD,2012,100000,Ambato,Negociable,12900
Mazda,323,GOLD,1997,30000,Ambato,Negociable,7950
Volkswagen,Golf GTI,GOLD,1995,60000,Ambato,Negociable,11500
Ford,F150,GOLD,2001,1000000,Guayaquil,Negociable,9500
Nissan,Versa,GOLD,2016,43500,Ibarra,Negociable,15000
Toyota,Fortuner 2.7,GOLD,2015,50000,Quito,Negociable,35000
Jeep,CJ-5,GOLD,1956,1,Quito,Negociable,22900
Ford,F100,GOLD,1941,8900,Ambato,Negociable,45000
Nissan,Almera,GOLD,2010,177000,Quito,Negociable,8500
Kia,Sorento,GOLD,2013,145000,Guayaquil,Negociable,19800
Volkswagen,Jetta Trendline TA,STANDAR,2016,75000,Guayaquil,Negociable,16500
Kia,Picanto,GOLD,2018,45000,Cuenca,Negociable,12000
Volkswagen,Amarok TDI,GOLD,2017,50000,Quito,Negociable,25900
Chevrolet,Cruze,STANDAR,2015,59000,Quito,Negociable,14900
Mitsubishi,Montero Blister,GOLD,1998,350000,Cuenca,Negociable,13000
Toyota,Yaris,GOLD,2014,95000,Cuenca,Negociable,14700
Honda,Civic,GOLD,2009,156000,Guayaquil,Negociable,14800
BMW,325i,GOLD,2007,155000,Guayaquil,Negociable,19800
Chevrolet,Captiva,GOLD,2010,175000,Guayaquil,Negociable,11800
Audi,A3,GOLD,2002,90270,Quito,Negociable,14000
Volkswagen,Golf GTI,GOLD,1994,220000,Quito,Negociable,9500
Mitsubishi,Montero 5P,GOLD,2004,240000,Quito,Negociable,17000
Chevrolet,N300 MAX CARGO 1.2L TM AC,GOLD,2017,127000,Guayaquil,Negociable,10000
Toyota,Land Cruiser 200,GOLD,2019,23000,Quito,Fijo,132000
Nissan,Sentra Advance MT,GOLD,2014,100000,Guayaquil,Negociable,16500
Hyundai,Accent,GOLD,2010,185000,Guayaquil,Negociable,8900
Nissan,Xtrail Classic,GOLD,2021,130000,Guayaquil,Negociable,16800
Suzuki,Grand Vitara 5P,GOLD,2016,115000,Guayaquil,Negociable,16500
Chevrolet,Swift,GOLD,1996,200000,Guayaquil,Negociable,4200
Chevrolet,Rodeo,GOLD,1999,200000,Guayaquil,Negociable,7300
Chevrolet,N200,GOLD,2011,178000,Guayaquil,Negociable,8500
Chevrolet,LUV Dmax CD Diesel,GOLD,2015,70000,Cuenca,Negociable,21500
Mitsubishi,Montero Blister,GOLD,2002,190000,Cuenca,Negociable,15500
Shineray,X30,GOLD,2019,500,Cuenca,Negociable,12500
Great Wall,C30,GOLD,2017,52000,Guayaquil,Negociable,11000
Hyundai,Tucson IX,GOLD,2013,152000,Sangolqui,Negociable,16800
Dodge,Journey,GOLD,2013,115000,Manta,Negociable,18500
Chevrolet,Aveo Family,GOLD,2019,30000,Quito,Negociable,12300
Hyundai,i10,STANDAR,2012,163000,Quito,Negociable,7950
Chevrolet,D-Max  High Country,STANDAR,2018,71000,Loja,Negociable,34500
Kia,Rio Stylus,GOLD,2005,266022,Quito,Negociable,7500
Hyundai,Accent,GOLD,2012,113561,Quito,Negociable,14200
Fiat,Idea Adventure,GOLD,2007,207807,Quito,Negociable,11500
Chevrolet,Corsa Evolution,GOLD,2006,71436,Quito,Negociable,8000
Chevrolet,Rodeo,GOLD,2002,1111,Quito,Negociable,9800
Toyota,Yaris,GOLD,2001,11111,Quito,Negociable,7800
Hyundai,Tucson IX,GOLD,2012,120000,Quito,Negociable,18999
Mercedes Benz,GLA 250 AMG LINE,GOLD,2018,9623,Quito,Negociable,72500
Mercedes Benz,E300,GOLD,2016,28567,Quito,Negociable,64000
BMW,525i,GOLD,2010,139000,Quito,Fijo,30000
Chevrolet,Grand Vitara 5P,GOLD,2011,118000,Latacunga,Negociable,12300
BMW,318i,GOLD,2002,155177,Quito,Negociable,16900
Nissan,Bluebird,GOLD,1986,200000,Cuenca,Negociable,5800
Toyota,RAV 4,GOLD,2014,86000,Cuenca,Negociable,25900
Mercedes Benz,S400 L Hibrido,GOLD,2011,72312,Quito,Negociable,66000
Toyota,Hilux CD 4x4 Diesel,GOLD,2019,55000,Cuenca,Negociable,50900
Renault,Sandero,GOLD,2012,130000,Guayaquil,Negociable,8500
Toyota,GT 86,GOLD,2014,8000,Quito,Negociable,47800
Chevrolet,Spark,GOLD,2015,95000,Cuenca,Negociable,8800
Toyota,Prado 5P,GOLD,2002,290000,Quito,Negociable,12800
Ford,F150 DC 4X2,GOLD,2014,33000,Quito,Negociable,32999
Toyota,Tundra,GOLD,2014,39000,Cuenca,Negociable,79000
Mitsubishi,Montero Sport,GOLD,2007,180000,Quito,Negociable,15500
Hyundai,H1,GOLD,2017,35400,Cuenca,Negociable,37900
Fiat,Uno Fire,GOLD,2006,324415,Quito,Negociable,6800
Ford,Sport Track,GOLD,2008,150000,Cuenca,Negociable,18900
Ford,Escape,GOLD,2014,100000,Cuenca,Negociable,22900
Hyundai,Ioniq Hybrid,GOLD,2017,75000,Quito,Negociable,18400
Toyota,4 Runner,GOLD,2006,150000,Guayaquil,Negociable,17500
Toyota,Highlander Hibrido,GOLD,2009,17000,Guayaquil,Negociable,19800
Mitsubishi,Sportero L200,GOLD,2018,6700,Cuenca,Negociable,44900
Chevrolet,LUV D-MAX CD OPTIMA,GOLD,2013,7000,Cuenca,Negociable,24500
Toyota,Hilux CD 4x2,GOLD,2014,120000,Ambato,Negociable,25900
Ford,Sport Track,GOLD,2010,180000,Ambato,Negociable,20900
Toyota,RAV 4,GOLD,2018,45500,Guayaquil,Negociable,35000
Volkswagen,Amarok TDI,GOLD,2011,127094,Quito,Negociable,19000
Toyota,Corolla 1.6,GOLD,2010,162000,Guayaquil,Negociable,12200
Hyundai,Ioniq Hybrid,GOLD,2018,30000,Guayaquil,Negociable,18500
Chevrolet,Optra Limited,GOLD,2007,83000,Quito,Negociable,9850
Great Wall,M4 Luxury,GOLD,2019,22000,Guayaquil,Negociable,15000
Honda,CR-V,GOLD,2006,263000,Guayaquil,Negociable,11500
Chery,Tiggo,GOLD,2017,75000,Guayaquil,Negociable,13700
Kia,NIRO HYBRIDO,GOLD,2018,56162,Quito,Negociable,22500
Zotye,T600,GOLD,2017,36500,Quito,Negociable,14900
Mazda,3,GOLD,2007,120000,Quito,Negociable,11200
Renault,Duster 1.6,GOLD,2014,136000,Guayaquil,Negociable,13500
Hyundai,TUCSON TL,GOLD,2018,88000,Guayaquil,Negociable,27500
Nissan,Xtrail Classic,GOLD,2010,174000,Quito,Negociable,13000
Hyundai,Santa Fe 4x2,GOLD,2018,61000,Guayaquil,Negociable,28900
Chevrolet,Sail,GOLD,2016,63000,Cuenca,Fijo,10990
Chevrolet,Spark GT,GOLD,2019,40000,Guayaquil,Negociable,11990
Changan,CS 35 Luxury,GOLD,2019,20000,Quito,Negociable,18900
Hyundai,Sonata Hybrid,GOLD,2017,60000,Quito,Negociable,21500
Nissan,X-Trail,STANDAR,2009,290000,Quito,Negociable,13500
Renault,Twingo,STANDAR,2003,170000,Quito,Negociable,5900
Chevrolet,D-MAX 4X2 CS,GOLD,2013,140000,Quito,Negociable,14200
Peugeot,3008,STANDAR,2018,20000,Quito,Negociable,34800
Kia,Sportage R,STANDAR,2015,90000,Quito,Negociable,19800
Hyundai,Veloster,STANDAR,2012,103000,Quito,Negociable,16800
Chevrolet,Jimny,GOLD,2005,260000,Cumbayá,Negociable,9500
Kia,Cerato Koup,GOLD,2011,137000,Quito,Negociable,15000
Chevrolet,D-MAX CRDI  3.0 CD 4X2  DIESEL,STANDAR,2019,35000,Cuenca,Negociable,27000
Hyundai,Getz,STANDAR,2011,120000,Guayaquil,Negociable,8900
Toyota,Prius C Sport,STANDAR,2013,50000,Guayaquil,Negociable,13500
Chevrolet,Sail,GOLD,2019,41000,Cuenca,Negociable,12990
Suzuki,S Cross,GOLD,2018,44000,Cuenca,Negociable,18790
Jeep,Compass Sport,GOLD,2014,76000,Guayaquil,Fijo,20000
Chevrolet,Optra Limited,GOLD,2006,200000,Quito,Negociable,7900
Chevrolet,Aveo Emotion GLS,GOLD,2011,160000,Guayaquil,Negociable,9700
Renault,Sandero Dynamic,GOLD,2010,212736,Quito,Negociable,8000
Kia,SPORTAGE GT LINE AT,STANDAR,2019,39000,Cuenca,Negociable,33500
Chevrolet,El camino,GOLD,1974,150000,Jipijapa,Negociable,13500
Volkswagen,Golf GTI,GOLD,2002,195000,Quito,Negociable,14500
Kia,Optima,STANDAR,2011,98626,Quito,Negociable,16500
Toyota,Fortuner 2.7,GOLD,2014,100000,Ambato,Negociable,30500
Chevrolet,Tracker,GOLD,2018,26700,Riobamba,Negociable,23500
Ford,F-350 Super Duty,GOLD,2008,28500,Quito,Negociable,49000
Ford,Escape,GOLD,2012,78000,Quito,Negociable,16500
Nissan,Pathfinder,GOLD,1994,246000,Quito,Negociable,9800
Kia,Cerato Forte,GOLD,2015,25000,Quito,Negociable,14500
Hyundai,Accent,GOLD,2012,75000,Manta,Negociable,14300
Nissan,X-Trail Exclusive,GOLD,2017,40000,Guayaquil,Fijo,31500
Chevrolet,Grand Vitara 5P,GOLD,2006,200000,Loja,Negociable,11500
Nissan,Navara,GOLD,2011,120000,Quito,Negociable,21300
Honda,CR-V,GOLD,2015,85000,Guayaquil,Negociable,32500
Toyota,Hilux CD 4x2,GOLD,2010,116000,Quito,Negociable,21500
BMW,X6 xDRIVE 35i,GOLD,2013,30000,Guayaquil,Negociable,68500
Mazda,3,GOLD,2009,153000,Guayaquil,Fijo,10300
Volkswagen,Polo,GOLD,2020,3000,Ambato,Negociable,22500
Kia,Rio Stylus,STANDAR,2010,180000,Quito,Negociable,8900
Mercedes Benz,ML 320,STANDAR,1998,29900,Quito,Negociable,11800
Ford,Ranger,STANDAR,1999,200,Quito,Negociable,7800
Chevrolet,Cruze,STANDAR,2011,112000,Quito,Negociable,11800
Honda,Odissey,STANDAR,2010,113647,Quito,Negociable,22500
Ford,Explorer,STANDAR,2013,113262,Quito,Negociable,25800
Renault,Sandero Dynamic,GOLD,2011,162000,Quito,Negociable,8500
Nissan,X Trail Sense,STANDAR,2015,105000,Cuenca,Negociable,24300
Chevrolet,Grand Vitara SZ 2.4 4x4,GOLD,2011,130000,Quito,Negociable,13800
Mazda,BT 50 Outdoors,GOLD,2017,102000,Cumbayá,Fijo,22600
Volkswagen,Spacefox,GOLD,2007,420000,Quito,Negociable,6500
Toyota,Venza,STANDAR,2010,165000,Cuenca,Negociable,25500
Hyundai,Veracruz,GOLD,2008,135000,Cumbayá,Negociable,17500
Toyota,Prado 3P,GOLD,2006,190000,Quito,Negociable,17500
Honda,CR-V,GOLD,2006,150000,Quito,Negociable,12800
Mazda,CX-5,GOLD,2017,28050,Cuenca,Negociable,27400
Chevrolet,Aveo Activo,GOLD,2008,195000,Quito,Negociable,8350
Chevrolet,Captiva Sport,GOLD,2016,32432,Quito,Negociable,24300
Hyundai,Grand I10 HB,GOLD,2018,18000,Quito,Negociable,12500
Citroen,C3,GOLD,2008,28000,Quito,Fijo,9000
Kia,Picanto,GOLD,2009,140000,Quito,Negociable,7100
Volkswagen,New Jetta,GOLD,2014,121000,Ambato,Negociable,14800
Chevrolet,Vitara 3P,STANDAR,2002,2000000,Cuenca,Negociable,8300
Chevrolet,Rodeo,STANDAR,2003,224000,Cuenca,Negociable,10500
Nissan,Xtrail Classic,GOLD,2013,125000,Quito,Negociable,14900
Chevrolet,Vitara 3P,STANDAR,2009,160000,Loja,Negociable,10700
Ford,Bronco,GOLD,1979,90000,Quito,Negociable,15900
Toyota,Prado 3P,GOLD,2009,126000,Quito,Fijo,20000
Toyota,Fortuner 4.0,GOLD,2008,170000,Quito,Negociable,25000
Volkswagen,New Jetta,GOLD,2017,20500,Quito,Negociable,19750
Volkswagen,CrossFox,GOLD,2008,97300,Quito,Negociable,10900
Toyota,Hilux CD 4x2,GOLD,2007,183000,Quito,Negociable,17750
Hyundai,Grand I10 HB,STANDAR,2019,28000,Loja,Negociable,13000
Hyundai,Ioniq Hybrid,GOLD,2017,43000,Ibarra,Negociable,17000
Suzuki,Grand Vitara SZ 2.4,GOLD,2012,142900,Quito,Fijo,12900
Chevrolet,Grand Vitara 3P Sport,STANDAR,2015,132000,Quito,Negociable,14900
Honda,Accord,GOLD,2006,230800,Quito,Negociable,12500
Hyundai,TUCSON TL,STANDAR,2017,47000,Cuenca,Negociable,26800
Ford,Explorer XLT,STANDAR,2015,115000,Cuenca,Negociable,34500
Mitsubishi,Outlander,GOLD,2007,148000,Quito,Negociable,12300
Ford,F150 XLT CD,STANDAR,2013,90000,Quito,Negociable,24800
Kia,Rio R,GOLD,2018,73000,Sangolqui,Negociable,15800
Chevrolet,TrailBlazer Extended,GOLD,2005,160000,Ambato,Negociable,11987
Jeep,Compass Sport,GOLD,2017,52525,Quito,Negociable,25000
Hyundai,H1,STANDAR,2015,90000,Cuenca,Negociable,27500
Hyundai,i10,STANDAR,2013,90000,Cuenca,Negociable,7800
Volkswagen,Gol,STANDAR,2014,90000,Quito,Negociable,11500
Great Wall,Florid,STANDAR,2012,150000,Quito,Negociable,8900
Chevrolet,Aveo Activo,STANDAR,2017,180000,Quito,Negociable,11900
Mazda,CX-5,GOLD,2020,23634,Quito,Negociable,36300
Nissan,Versa,GOLD,2013,96100,Ambato,Negociable,11900
Chevrolet,Grand Vitara 3P Sport,STANDAR,2007,140000,Otavalo,Negociable,10800
Ford,F-350 Super Duty,GOLD,2013,95000,Machala,Negociable,80000
Chevrolet,Grand Vitara 5P,GOLD,2010,164,Quito,Negociable,11500
Toyota,RAV 4,STANDAR,2017,115000,Tulcán,Negociable,26300
Kia,NIRO HYBRIDO,STANDAR,2019,40000,Tulcán,Negociable,21800
Chevrolet,Cruze,STANDAR,2013,142200,Tulcán,Negociable,13800
Kia,Rio LX AC,STANDAR,2019,20000,Otavalo,Negociable,16300
Ford,Ranger CD,GOLD,2018,40900,Riobamba,Fijo,29500
Toyota,Fortuner 2.7,STANDAR,2011,198000,Otavalo,Negociable,22800
Volkswagen,Tiguan,STANDAR,2018,59000,Tulcán,Negociable,28200
Hyundai,Tucson IX,GOLD,2015,49000,Santo Domingo,Negociable,22000
Ford,Explorer XLT,GOLD,2012,67000,Quito,Negociable,30000
Toyota,Corolla 1.8,GOLD,2004,254000,Riobamba,Negociable,9800
Mercedes Benz,C320,GOLD,2001,141000,Quito,Negociable,23600
Hyundai,Tucson,GOLD,2013,135000,Quito,Negociable,18300
Ford,Escape,GOLD,2018,27000,Quito,Negociable,30000
Ford,Ranger CD,GOLD,2019,26000,Quito,Negociable,51500
Zotye,Z560,GOLD,2018,26000,Quito,Negociable,15500
Mazda,3,GOLD,2011,167572,Quito,Negociable,16500
Chevrolet,Trooper 5P,GOLD,2001,305000,Catarama,Negociable,10300
Ford,Fusion,GOLD,2011,155000,Ambato,Negociable,13500
Suzuki,Grand Vitara SZ,GOLD,2014,133000,Quito,Negociable,16690
Suzuki,Grand Vitara SZ,GOLD,2016,53500,Guayaquil,Negociable,16000
Chevrolet,Sail,GOLD,2018,14000,Quito,Negociable,15000
Suzuki,Grand Vitara SZ 2.7,GOLD,2009,240000,Quito,Negociable,12500
Volkswagen,Polo,GOLD,2004,209000,Quito,Negociable,6900
Renault,Duster 1.6,GOLD,2014,92697,Guayaquil,Negociable,13500
